,__Dim0,__Dim1,__Dim2,Identity,_DateTime,Sum of permissions
65,-4.748928443665249,-12.868098978687739,9.204324018035065,User0016,1659610800,60
66,-4.748928443665257,-12.868098978687739,9.204324018035061,User0016,1659697200,60
67,-4.748928443665252,-12.868098978687737,9.204324018035058,User0016,1659783600,60
68,-11.623981451510803,-7.538793032330403,-3.4698043782225296,User0017,1659524400,83
69,-11.623981451510799,-7.538793032330403,-3.4698043782225305,User0017,1659610800,83
70,-11.623981451510797,-7.538793032330399,-3.469804378222529,User0017,1659697200,83
71,-11.623981451510794,-7.538793032330396,-3.469804378222531,User0017,1659783600,83
72,-4.480706921161456,-12.458809321912822,8.259527775149705,User0018,1659524400,60
73,-4.4807069211614525,-12.45880932191282,8.259527775149701,User0018,1659610800,60
74,-4.480706921161452,-12.458809321912824,8.259527775149703,User0018,1659697200,60
75,-4.480706921161452,-12.458809321912824,8.259527775149701,User0018,1659783600,60
76,-1.5252756743364204,-5.045156384604641,-6.847737765620648,User0019,1659524400,106
77,-1.5252756743364184,-5.045156384604639,-6.847737765620646,User0019,1659610800,106
78,-1.5252756743364175,-5.045156384604641,-6.8477377656206455,User0019,1659697200,106
79,-1.5252756743364202,-5.04515638460464,-6.847737765620649,User0019,1659783600,106
80,-10.751911324550207,-6.767688381959727,-4.373845439736151,User0020,1659524400,83
81,-10.75191132455021,-6.767688381959731,-4.37384543973615,User0020,1659610800,83
82,-10.751911324550209,-6.76768838195973,-4.373845439736148,User0020,1659697200,83
83,-10.751911324550207,-6.767688381959731,-4.373845439736148,User0020,1659783600,83
84,15.739882885946136,-5.5897494230563005,-5.792850456999698,User0021,1659524400,67
85,21.43092614003376,-10.532635682447447,4.641685003152217,User0021,1659610800,36
86,23.037269893916033,-5.305170072578663,-3.4934707470401305,User0021,1659697200,97
87,21.430926140033755,-10.532635682447447,4.641685003152216,User0021,1659783600,36
88,12.138045159533117,-7.631440124056963,-5.310783475703815,User0022,1659524400,51
89,12.873136177733434,-6.507218430998366,-6.3684019406275265,User0022,1659610800,57
90,14.99354557927533,-6.712920611251945,-7.373842225384508,User0022,1659697200,64
91,15.690635052625586,-5.323716519831616,-7.519239283050129,User0022,1659783600,70
92,-1.2949654662984154,-12.742583376512638,8.406784439944936,User0023,1659524400,66
93,-1.294965466298411,-12.742583376512636,8.406784439944932,User0023,1659610800,66
94,-1.2949654662984167,-12.74258337651264,8.406784439944936,User0023,1659697200,66
95,-1.2949654662984127,-12.742583376512638,8.406784439944937,User0023,1659783600,66
96,-6.801376824806354,-10.222938603399149,5.548628809262164,User0024,1659524400,67
97,-6.801376824806354,-10.22293860339915,5.548628809262167,User0024,1659610800,67
98,-6.801376824806353,-10.222938603399149,5.5486288092621665,User0024,1659697200,67
99,-6.801376824806352,-10.222938603399147,5.548628809262166,User0024,1659783600,67
100,-10.833511919265593,-5.0701616619860514,-4.533415916762825,User0025,1659524400,93
101,-10.833511919265593,-5.070161661986055,-4.5334159167628245,User0025,1659610800,93
102,-10.833511919265593,-5.070161661986057,-4.5334159167628245,User0025,1659697200,93
103,-10.833511919265593,-5.070161661986056,-4.5334159167628245,User0025,1659783600,93
104,1.2842782720661425,-1.8669428746555765,-6.748068747868505,User0026,1659524400,128
105,1.2842782720661363,-1.8669428746555787,-6.748068747868503,User0026,1659610800,128
106,1.2842782720661372,-1.8669428746555765,-6.748068747868501,User0026,1659697200,128
107,1.2842782720661392,-1.8669428746555776,-6.748068747868504,User0026,1659783600,128
108,-1.7158013288432499,-2.569641568845064,-7.323408908510404,User0027,1659524400,120
109,-1.7158013288432465,-2.5696415688450642,-7.323408908510403,User0027,1659610800,120
110,-1.7158013288432468,-2.569641568845063,-7.323408908510404,User0027,1659697200,120
111,-1.7158013288432472,-2.5696415688450616,-7.323408908510406,User0027,1659783600,120
112,-9.700340220927513,-4.3259183731457025,-4.261751858321045,User0028,1659524400,89
113,-9.700340220927515,-4.325918373145702,-4.261751858321045,User0028,1659610800,89
114,-9.700340220927512,-4.325918373145702,-4.261751858321044,User0028,1659697200,89
115,-9.700340220927512,-4.325918373145701,-4.261751858321043,User0028,1659783600,89
116,-8.021219450587763,-2.999900893127398,-4.193764890426208,User0029,1659524400,99
117,-8.021219450587763,-2.9999008931274,-4.19376489042621,User0029,1659610800,99
118,-8.021219450587763,-2.999900893127399,-4.193764890426208,User0029,1659697200,99
119,-8.021219450587763,-2.9999008931273994,-4.193764890426209,User0029,1659783600,99
120,-5.97013345245064,-12.093780643068053,8.888247067646398,User0030,1659524400,57
121,-5.97013345245064,-12.09378064306805,8.888247067646393,User0030,1659610800,57
122,-5.970133452450637,-12.093780643068046,8.888247067646395,User0030,1659697200,57
123,-5.970133452450636,-12.09378064306805,8.888247067646395,User0030,1659783600,57
124,-3.1240430604818856,-5.908470760119362,-2.732174559695035,User0031,1659524400,93
125,-3.1240430604818887,-5.908470760119366,-2.7321745596950358,User0031,1659610800,93
126,-3.124043060481887,-5.908470760119366,-2.7321745596950358,User0031,1659697200,93
127,-3.1240430604818847,-5.908470760119362,-2.7321745596950344,User0031,1659783600,93
128,-9.77840733809464,-6.311707574195419,-3.852421224339358,User0032,1659524400,89
129,-9.778407338094642,-6.311707574195418,-3.852421224339359,User0032,1659610800,89
130,-9.778407338094635,-6.311707574195418,-3.852421224339359,User0032,1659697200,89
131,-9.778407338094635,-6.31170757419542,-3.8524212243393587,User0032,1659783600,89
132,-5.520712436187158,-12.47415862044229,9.412022471194843,User0033,1659524400,58
133,-5.520712436187159,-12.47415862044229,9.412022471194845,User0033,1659610800,58
134,-5.520712436187158,-12.474158620442292,9.412022471194847,User0033,1659697200,58
135,-5.520712436187161,-12.47415862044229,9.412022471194849,User0033,1659783600,58
136,-10.01401005202277,-3.867564165437741,-4.769027385155812,User0034,1659524400,89
137,-10.01401005202277,-3.867564165437741,-4.7690273851558125,User0034,1659610800,89
138,-10.01401005202277,-3.867564165437741,-4.769027385155812,User0034,1659697200,89
139,-10.014010052022766,-3.867564165437739,-4.7690273851558125,User0034,1659783600,89
140,-7.119203267384009,-3.988278648116006,-4.471536798108059,User0035,1659524400,102
141,-7.119203267384009,-3.9882786481160073,-4.471536798108059,User0035,1659610800,102
142,-7.1192032673840115,-3.9882786481160073,-4.471536798108059,User0035,1659697200,102
143,-7.119203267384011,-3.9882786481160086,-4.471536798108059,User0035,1659783600,102
144,0.05149286103231818,-3.136226812845278,-6.896942937351715,User0036,1659524400,123
145,0.051492861032317636,-3.136226812845278,-6.896942937351715,User0036,1659610800,123
146,0.05149286103231688,-3.1362268128452775,-6.8969429373517155,User0036,1659697200,123
147,0.05149286103231774,-3.136226812845278,-6.896942937351715,User0036,1659783600,123
148,-11.261877869765145,-7.88912680662665,-2.5374891405182076,User0037,1659524400,82
149,-11.261877869765149,-7.889126806626659,-2.5374891405182067,User0037,1659610800,82
150,-11.261877869765145,-7.889126806626654,-2.537489140518207,User0037,1659697200,82
151,-11.261877869765144,-7.889126806626652,-2.537489140518207,User0037,1659783600,82
152,5.013942347140265,-1.7650761035510822,-5.560772806231753,User0038,1659524400,87
153,9.220945414749165,-1.6844639070214191,-5.885832194153441,User0038,1659610800,82
154,11.59901412299217,-2.4567413029785996,-7.105098806677142,User0038,1659697200,59
155,15.60074811316496,-7.481902295388053,-3.707565701503357,User0038,1659783600,40
156,-1.0481498748343228,-2.1806352547095256,-7.011410123986419,User0039,1659524400,121
157,-1.048149874834325,-2.180635254709526,-7.011410123986418,User0039,1659610800,121
158,-1.0481498748343248,-2.1806352547095256,-7.011410123986418,User0039,1659697200,121
159,-1.0481498748343243,-2.180635254709525,-7.01141012398642,User0039,1659783600,121
160,27.20669290929306,-2.594568172232948,-7.466182765967395,User0040,1659524400,117
161,27.206692909293057,-2.5945681722329432,-7.466182765967391,User0040,1659610800,117
162,27.20669290929306,-2.5945681722329423,-7.466182765967394,User0040,1659697200,117
163,27.206692909293057,-2.5945681722329486,-7.466182765967391,User0040,1659783600,117
164,27.294146091001874,-3.5981419749252206,-7.233518187957053,User0041,1659524400,104
165,27.29414609100188,-3.598141974925214,-7.23351818795705,User0041,1659610800,104
166,27.294146091001874,-3.598141974925219,-7.233518187957052,User0041,1659697200,104
167,27.294146091001874,-3.598141974925223,-7.2335181879570465,User0041,1659783600,104
168,-6.850860460208363,-4.65159373157714,-4.5902067958896495,User0042,1659524400,85
169,-6.980850048495061,-4.9284728838617795,-4.023806464388685,User0042,1659610800,85
170,-8.724653409525699,-5.079944411362842,-3.3001624283931617,User0042,1659697200,85
171,-9.343439829170645,-4.902555636762483,-3.3173638141279906,User0042,1659783600,85
172,-0.6815436022398594,-4.479673785353506,-6.053476585735879,User0043,1659524400,107
173,-0.6815436022398526,-4.479673785353501,-6.053476585735879,User0043,1659610800,107
174,-0.6815436022398577,-4.479673785353506,-6.05347658573588,User0043,1659697200,107
175,-0.6815436022398578,-4.479673785353506,-6.053476585735882,User0043,1659783600,107
176,-2.110445696856777,-4.862644549109148,-6.759646901128657,User0044,1659524400,108
177,-2.1104456968567766,-4.862644549109147,-6.759646901128656,User0044,1659610800,108
178,-2.110445696856777,-4.862644549109148,-6.759646901128656,User0044,1659697200,108
179,-2.1104456968567757,-4.8626445491091435,-6.759646901128655,User0044,1659783600,108
180,-0.6879653321613992,-3.38104576508004,-6.838782951679438,User0045,1659524400,117
181,-0.6879653321613987,-3.3810457650800423,-6.8387829516794385,User0045,1659610800,117
182,-0.6879653321613988,-3.3810457650800423,-6.8387829516794385,User0045,1659697200,117
183,-0.6879653321613989,-3.3810457650800414,-6.838782951679438,User0045,1659783600,117
184,-5.80698395061723,-12.018876564662854,8.898938436175591,User0046,1659524400,57
185,-5.80698395061723,-12.018876564662852,8.89893843617559,User0046,1659610800,57
186,-5.806983950617233,-12.018876564662856,8.89893843617559,User0046,1659697200,57
187,-5.8069839506172345,-12.018876564662857,8.89893843617559,User0046,1659783600,57
188,-11.852055789223286,-7.430491240540714,-3.872582402924071,User0047,1659524400,85
189,-11.852055789223286,-7.430491240540717,-3.872582402924072,User0047,1659610800,85
190,-11.852055789223282,-7.43049124054071,-3.872582402924071,User0047,1659697200,85
191,-11.852055789223286,-7.430491240540713,-3.872582402924071,User0047,1659783600,85
192,-11.661973586573543,-6.437705591483268,-4.387104901739884,User0048,1659524400,85
193,-11.661973586573543,-6.437705591483269,-4.387104901739885,User0048,1659610800,85
194,-11.661973586573541,-6.437705591483266,-4.387104901739886,User0048,1659697200,85
195,-11.661973586573541,-6.437705591483268,-4.387104901739885,User0048,1659783600,85
196,41.251305992538235,-7.399859251325912,4.48438330682389,User0049,1659524400,8
197,41.251305992538235,-7.399859251325912,4.484383306823892,User0049,1659610800,8
198,41.25130599253824,-7.399859251325911,4.48438330682389,User0049,1659697200,8
199,41.25130599253822,-7.399859251325912,4.484383306823893,User0049,1659783600,8
200,-4.652002006408329,-12.926523527021603,9.215145834641397,User0050,1659524400,60
201,-4.652002006408337,-12.926523527021606,9.215145834641396,User0050,1659610800,60
202,-4.65200200640833,-12.926523527021606,9.215145834641396,User0050,1659697200,60
203,-4.6520020064083365,-12.926523527021606,9.2151458346414,User0050,1659783600,60
204,27.369185134182302,-5.139161392808944,-4.201027560308426,User0051,1659524400,98
205,27.36918513418231,-5.139161392808943,-4.201027560308428,User0051,1659610800,98
206,27.369185134182302,-5.139161392808942,-4.201027560308426,User0051,1659697200,98
207,27.36918513418231,-5.139161392808946,-4.201027560308425,User0051,1659783600,98
208,30.48384071594752,-3.300629097632226,-5.818542802330802,User0052,1659524400,142
209,30.48384071594752,-3.300629097632224,-5.818542802330799,User0052,1659610800,142
210,30.483840715947526,-3.3006290976322297,-5.818542802330797,User0052,1659697200,142
211,30.48384071594751,-3.30062909763223,-5.818542802330797,User0052,1659783600,142
212,-5.457689482673337,-3.2853494262799368,-4.033142563762885,User0053,1659524400,107
213,-5.457689482673335,-3.2853494262799403,-4.033142563762886,User0053,1659610800,107
214,-5.457689482673337,-3.2853494262799385,-4.033142563762885,User0053,1659697200,107
215,-5.457689482673337,-3.2853494262799408,-4.033142563762886,User0053,1659783600,107
216,-1.6379938547330377,-2.7593003968617773,-7.259826923037865,User0054,1659524400,113
217,-1.6379938547330382,-2.7593003968617777,-7.259826923037865,User0054,1659610800,113
218,-1.637993854733033,-2.7593003968617786,-7.259826923037867,User0054,1659697200,113
219,-1.6379938547330373,-2.7593003968617755,-7.259826923037865,User0054,1659783600,113
220,-4.906939883425835,-12.941512685487282,9.194707145251234,User0055,1659524400,60
221,-4.906939883425835,-12.941512685487282,9.194707145251233,User0055,1659610800,60
222,-4.906939883425834,-12.941512685487277,9.19470714525123,User0055,1659697200,60
223,-4.906939883425834,-12.941512685487275,9.19470714525123,User0055,1659783600,60
224,28.821167779409734,-2.448804671688069,-6.159445638037944,User0056,1659524400,117
225,28.821167779409734,-2.448804671688064,-6.159445638037942,User0056,1659610800,117
226,28.82116777940973,-2.448804671688068,-6.159445638037944,User0056,1659697200,117
227,28.82116777940973,-2.4488046716880647,-6.159445638037945,User0056,1659783600,117
228,-8.742980967352825,-4.437301080226324,-4.808712748033083,User0057,1659524400,95
229,-8.74298096735282,-4.437301080226321,-4.8087127480330825,User0057,1659610800,95
230,-8.742980967352816,-4.437301080226319,-4.8087127480330825,User0057,1659697200,95
231,-8.742980967352828,-4.437301080226324,-4.8087127480330825,User0057,1659783600,95
232,-8.861712951249372,-3.5711075052002834,-4.969745054970895,User0058,1659524400,100
233,-8.861712951249372,-3.5711075052002834,-4.969745054970893,User0058,1659610800,100
234,-8.86171295124937,-3.5711075052002825,-4.969745054970896,User0058,1659697200,100
235,-8.86171295124937,-3.5711075052002834,-4.969745054970898,User0058,1659783600,100
236,-2.941992470046676,-4.999537948773133,-7.0474669228246825,User0059,1659524400,107
237,-2.9419924700466686,-4.99953794877313,-7.04746692282468,User0059,1659610800,107
238,-2.9419924700466678,-4.999537948773129,-7.047466922824682,User0059,1659697200,107
239,-2.9419924700466673,-4.9995379487731295,-7.04746692282468,User0059,1659783600,107
240,-1.7976512540066476,-11.22772657016567,8.214909898871403,User0060,1659524400,59
241,-1.797651254006653,-11.227726570165672,8.214909898871408,User0060,1659610800,59
242,-1.797651254006649,-11.22772657016567,8.214909898871404,User0060,1659697200,59
243,-1.797651254006653,-11.227726570165673,8.214909898871412,User0060,1659783600,59
244,1.4230664156109736,-1.8689425464619878,-7.292114896444709,User0061,1659524400,131
245,1.4230664156109725,-1.8689425464619898,-7.292114896444709,User0061,1659610800,131
246,1.423066415610976,-1.8689425464619887,-7.292114896444708,User0061,1659697200,131
247,1.4230664156109762,-1.8689425464619882,-7.292114896444711,User0061,1659783600,131
248,1.349126485013586,-3.263418220660424,-7.028267459966604,User0062,1659524400,125
249,1.3491264850135865,-3.263418220660425,-7.0282674599666,User0062,1659610800,125
250,1.3491264850135858,-3.263418220660426,-7.028267459966603,User0062,1659697200,125
251,1.349126485013586,-3.2634182206604234,-7.028267459966605,User0062,1659783600,125
252,-6.6295418015722944,-6.1386386046172134,-3.7195333110554825,User0063,1659524400,87
253,-6.629541801572294,-6.138638604617216,-3.7195333110554794,User0063,1659610800,87
254,-6.629541801572291,-6.138638604617213,-3.719533311055482,User0063,1659697200,87
255,-6.6295418015722944,-6.138638604617214,-3.7195333110554825,User0063,1659783600,87
256,1.372718839700491,-4.710448088130468,-6.087398617848149,User0064,1659524400,115
257,1.3727188397004906,-4.7104480881304704,-6.087398617848148,User0064,1659610800,115
258,1.3727188397004952,-4.710448088130468,-6.087398617848149,User0064,1659697200,115
259,1.3727188397004908,-4.710448088130467,-6.087398617848151,User0064,1659783600,115
260,-10.823136057246478,-6.633893056182842,-3.6926152753034125,User0065,1659524400,87
261,-10.823136057246483,-6.633893056182841,-3.6926152753034147,User0065,1659610800,87
262,-10.823136057246483,-6.633893056182842,-3.692615275303414,User0065,1659697200,87
263,-10.823136057246483,-6.633893056182842,-3.6926152753034125,User0065,1659783600,87
264,-9.350479184585485,-10.317751921944675,0.39432101906963396,User0066,1659524400,73
265,-9.350479184585483,-10.317751921944673,0.39432101906963335,User0066,1659610800,73
266,-9.350479184585486,-10.317751921944676,0.39432101906963507,User0066,1659697200,73
267,-9.35047918458548,-10.317751921944673,0.3943210190696328,User0066,1659783600,73
268,-4.160032210536286,-7.0630388259912875,-5.94688358232915,User0067,1659524400,102
269,-4.160032210536285,-7.063038825991283,-5.946883582329151,User0067,1659610800,102
270,-4.160032210536288,-7.063038825991285,-5.94688358232915,User0067,1659697200,102
271,-4.160032210536285,-7.0630388259912875,-5.94688358232915,User0067,1659783600,102
272,-9.657924050216408,-10.843771331170725,0.26187248596036883,User0068,1659524400,74
273,-9.657924050216408,-10.843771331170728,0.26187248596036855,User0068,1659610800,74
274,-9.657924050216419,-10.84377133117073,0.2618724859603695,User0068,1659697200,74
275,-9.657924050216417,-10.843771331170728,0.26187248596037027,User0068,1659783600,74
276,-5.46927145061824,-12.886941224176551,9.28481627062895,User0069,1659524400,59
277,-5.469271450618236,-12.886941224176548,9.28481627062895,User0069,1659610800,59
278,-5.46927145061824,-12.886941224176548,9.284816270628944,User0069,1659697200,59
279,-5.46927145061824,-12.886941224176544,9.284816270628944,User0069,1659783600,59
280,-8.068892444412953,-2.7383895229304343,-5.017560521596244,User0070,1659524400,102
281,-8.068892444412954,-2.7383895229304356,-5.017560521596245,User0070,1659610800,102
282,-8.068892444412953,-2.7383895229304356,-5.017560521596247,User0070,1659697200,102
283,-8.06889244441295,-2.738389522930432,-5.017560521596245,User0070,1659783600,102
284,0.4093689433293293,-3.242446635665958,-7.175704117564362,User0071,1659524400,122
285,0.4093689433293303,-3.242446635665955,-7.175704117564362,User0071,1659610800,122
286,0.40936894332932977,-3.242446635665954,-7.1757041175643606,User0071,1659697200,122
287,0.409368943329328,-3.242446635665957,-7.175704117564363,User0071,1659783600,122
288,3.0198331463086387,-9.8396193775973,3.310208126171527,User0072,1659524400,76
289,3.019833146308638,-9.839619377597307,3.310208126171527,User0072,1659610800,76
290,3.0198331463086396,-9.839619377597302,3.3102081261715295,User0072,1659697200,76
291,3.0198331463086374,-9.839619377597305,3.3102081261715255,User0072,1659783600,76
292,-10.19486847478811,-6.490358476631243,-4.7024308594330675,User0073,1659524400,88
293,-10.19486847478811,-6.4903584766312425,-4.7024308594330675,User0073,1659610800,88
294,-10.19486847478811,-6.490358476631243,-4.7024308594330675,User0073,1659697200,88
295,-10.194868474788114,-6.490358476631244,-4.702430859433067,User0073,1659783600,88
296,-10.5351211981549,-4.379529763831499,-4.486507132976809,User0074,1659524400,94
297,-10.535121198154895,-4.379529763831502,-4.48650713297681,User0074,1659610800,94
298,-10.5351211981549,-4.379529763831501,-4.48650713297681,User0074,1659697200,94
299,-10.535121198154897,-4.379529763831499,-4.4865071329768105,User0074,1659783600,94
300,-5.070334169580399,-3.8432600220828483,-4.515276062423589,User0075,1659524400,109
301,-5.070334169580399,-3.8432600220828506,-4.515276062423589,User0075,1659610800,109
302,-5.070334169580401,-3.8432600220828483,-4.515276062423589,User0075,1659697200,109
303,-5.070334169580405,-3.8432600220828497,-4.515276062423589,User0075,1659783600,109
304,-2.3396639061643723,-8.854539373781048,-2.8640545905632973,User0076,1659524400,91
305,-2.3396639061643696,-8.854539373781048,-2.864054590563299,User0076,1659610800,91
306,-2.3396639061643665,-8.854539373781044,-2.864054590563299,User0076,1659697200,91
307,-2.339663906164374,-8.854539373781048,-2.8640545905633013,User0076,1659783600,91
308,-1.1685664437656846,-2.7995890911654557,-6.328560911817009,User0077,1659524400,112
309,-1.1685664437656844,-2.799589091165455,-6.328560911817011,User0077,1659610800,112
310,-1.1685664437656846,-2.799589091165456,-6.328560911817008,User0077,1659697200,112
311,-1.1685664437656849,-2.7995890911654557,-6.328560911817009,User0077,1659783600,112
312,-11.107312679791095,-5.663950454013869,-3.8704866080921567,User0078,1659524400,86
313,-11.107312679791095,-5.663950454013871,-3.8704866080921576,User0078,1659610800,86
314,-11.107312679791095,-5.663950454013872,-3.8704866080921567,User0078,1659697200,86
315,-11.10731267979109,-5.663950454013871,-3.8704866080921567,User0078,1659783600,86
316,-2.008561971084469,-3.812932254837146,-7.166162009029635,User0079,1659524400,111
317,-2.0085619710844695,-3.8129322548371483,-7.166162009029635,User0079,1659610800,111
318,-2.008561971084468,-3.812932254837146,-7.166162009029633,User0079,1659697200,111
319,-2.0085619710844687,-3.812932254837146,-7.166162009029633,User0079,1659783600,111
320,-8.169982173912711,-4.72912466543343,-4.193665065878643,User0080,1659524400,97
321,-8.16998217391271,-4.72912466543343,-4.193665065878644,User0080,1659610800,97
322,-8.169982173912711,-4.72912466543343,-4.193665065878644,User0080,1659697200,97
323,-8.169982173912707,-4.72912466543343,-4.193665065878643,User0080,1659783600,97
324,0.7698673970530014,-3.749752048183579,-6.239988495342945,User0081,1659524400,114
325,0.7698673970530016,-3.749752048183579,-6.2399884953429465,User0081,1659610800,114
326,0.7698673970530021,-3.749752048183578,-6.239988495342948,User0081,1659697200,114
327,0.7698673970530009,-3.749752048183579,-6.239988495342945,User0081,1659783600,114
328,-8.933595261485955,-11.130348375910833,-0.044243460418099394,User0082,1659524400,76
329,-8.933595261485955,-11.130348375910833,-0.04424346041809962,User0082,1659610800,76
330,-8.933595261485959,-11.130348375910827,-0.044243460418096896,User0082,1659697200,76
331,-8.933595261485962,-11.130348375910833,-0.044243460418099345,User0082,1659783600,76
332,-0.3228415035207439,-2.5421754291321865,-7.733652388193348,User0083,1659524400,126
333,-0.3228415035207468,-2.542175429132187,-7.73365238819335,User0083,1659610800,126
334,-0.32284150352074564,-2.542175429132188,-7.733652388193348,User0083,1659697200,126
335,-0.32284150352074525,-2.542175429132187,-7.733652388193346,User0083,1659783600,126
336,-5.452555887771863,-3.5136974700199257,-4.30456923454533,User0084,1659524400,98
337,-5.452555887771865,-3.5136974700199244,-4.304569234545331,User0084,1659610800,98
338,-5.452555887771867,-3.513697470019927,-4.3045692345453315,User0084,1659697200,98
339,-5.452555887771862,-3.513697470019925,-4.304569234545331,User0084,1659783600,98
340,-4.748928443665251,-12.868098978687737,9.204324018035061,User0085,1659524400,60
341,-4.748928443665254,-12.868098978687744,9.204324018035065,User0085,1659610800,60
342,-4.748928443665248,-12.868098978687735,9.20432401803506,User0085,1659697200,60
343,-4.7489284436652515,-12.868098978687733,9.204324018035061,User0085,1659783600,60
344,28.78289586708237,-2.384031543208941,-5.955514690908553,User0086,1659524400,126
